urn,summary,type,firstname,lastname,numViews,numLikes,numComments,numShares,engagementRate,numEmojies,numHashtags,numLinks,hashtags,labels,createdAt,link
"urn:li:activity:6984853480465141760","Data is the only truth w...","Text","Ankur","Warikoo","19662","113","16","0",0.006560878852609094,0,0,0,"","","2022-10-09 18:41:41","https://www.linkedin.com/feed/update/urn:li:activity:6984853480465141760"
"urn:li:activity:6984807179228721152","One of the mistakes I ma...","Text","Ankur","Warikoo","621750","7067","229","92",0.01188258946521914,0,4,0,"leadership,failure,work,warikoo","","2022-10-09 15:10:49","https://www.linkedin.com/feed/update/urn:li:activity:6984807179228721152"
"urn:li:activity:6984709153298518016","I cannot begin to tell y...","Image","Ankur","Warikoo","510929","11340","199","154",0.022885762992509724,0,4,0,"people,job,trust,warikoo","","2022-10-09 08:37:44","https://www.linkedin.com/feed/update/urn:li:activity:6984709153298518016"
"urn:li:activity:6984520391599767552","Remember the first time ...","Text","Ankur","Warikoo","67979","338","18","1",0.005251621824386943,0,4,0,"success,growth,podcast,warikoo","","2022-10-08 20:00:44","https://www.linkedin.com/feed/update/urn:li:activity:6984520391599767552"
"urn:li:activity:6984346760861093888","We had introduced a no-e...","Image","Ankur","Warikoo","983377","15443","350","39",0.01609962405059301,0,4,0,"company,culture,fun,warikoo","","2022-10-08 19:37:00","https://www.linkedin.com/feed/update/urn:li:activity:6984346760861093888"
"urn:li:activity:6984444902122106880","Nothing feels worse than...","Image","Ankur","Warikoo","967150","10716","281","55",0.011427389753399162,0,4,0,"family,life,happy,warikoo","","2022-10-08 19:37:00","https://www.linkedin.com/feed/update/urn:li:activity:6984444902122106880"
"urn:li:activity:6984160082166968320","LinkedIn, if you had to ...","Poll","Ankur","Warikoo","843796","921","119","7",0.001240821241153075,0,4,0,"perks,company,team,warikoo","","2022-10-07 20:33:22","https://www.linkedin.com/feed/update/urn:li:activity:6984160082166968320"
"urn:li:activity:6984082792422780928","If there’s something I h...","Video (native)","Ankur","Warikoo","108235","955","42","21",0.00940546034092484,0,1,0,"FutureReady","","2022-10-07 15:12:05","https://www.linkedin.com/feed/update/urn:li:activity:6984082792422780928"
"urn:li:activity:6983988163757137920","The shortest life lesson...","Video (native)","Ankur","Warikoo","357884","3215","85","95",0.00948631400118474,0,4,0,"lifelessons,awareness,success,warikoo","","2022-10-07 09:08:24","https://www.linkedin.com/feed/update/urn:li:activity:6983988163757137920"
"urn:li:activity:6983795652879114240","Last week, I spent two d...","Image","Ankur","Warikoo","211093","2957","104","6",0.014529141184217383,0,4,0,"book,getepicshitdone,signedcopies,warikoo","","2022-10-06 20:17:05","https://www.linkedin.com/feed/update/urn:li:activity:6983795652879114240"
"urn:li:activity:6983720116270034944","3 secrets of how leaders...","Text","Ankur","Warikoo","169091","1461","58","21",0.009107521985203234,0,4,0,"leadership,team,trust,warikoo","","2022-10-06 16:03:39","https://www.linkedin.com/feed/update/urn:li:activity:6983720116270034944"
"urn:li:activity:6983631077923786752","15 Things I wish I was t...","Document","Ankur","Warikoo","703460","6474","151","318",0.009869786483950758,0,4,0,"life,awareness,time,warikoo","","2022-10-06 10:40:36","https://www.linkedin.com/feed/update/urn:li:activity:6983631077923786752"
"urn:li:activity:6983386163638079489","Spilling the secrets fin...","Text","Ankur","Warikoo","6308","194","11","2",0.03281547241597971,0,4,0,"hiring,jobs,waricrew,warikoo","","2022-10-05 16:57:05","https://www.linkedin.com/feed/update/urn:li:activity:6983386163638079489"
"urn:li:activity:6983357728253468672","Successful people are ha...","Text","Ankur","Warikoo","116705","1786","50","9",0.015809091298573327,0,0,0,"","","2022-10-05 15:02:42","https://www.linkedin.com/feed/update/urn:li:activity:6983357728253468672"
"urn:li:activity:6983259584136142848","“I am 25. 
Losing intere...","Text","Ankur","Warikoo","424748","5709","127","110",0.01399888875286052,0,4,0,"awareness,life,failure,warikoo","","2022-10-05 08:31:21","https://www.linkedin.com/feed/update/urn:li:activity:6983259584136142848"
"urn:li:activity:6983076767909462016","Ever thought of asking s...","Text","Ankur","Warikoo","61376","241","20","1",0.004268769551616267,0,4,0,"story,books,life,warikoo","","2022-10-04 21:30:29","https://www.linkedin.com/feed/update/urn:li:activity:6983076767909462016"
"urn:li:activity:6982995340912177152","1. Think of your 3-month...","Text","Ankur","Warikoo","248865","2747","77","41",0.011512265686215419,0,4,0,"success,goals,life,warikoo","","2022-10-04 15:08:37","https://www.linkedin.com/feed/update/urn:li:activity:6982995340912177152"
"urn:li:activity:6982897230366011392","The year is 1998.

I hav...","Image","Ankur","Warikoo","708186","8320","253","135",0.012296204669394763,0,4,0,"life,failure,motivation,warikoo","","2022-10-04 08:44:56","https://www.linkedin.com/feed/update/urn:li:activity:6982897230366011392"
"urn:li:activity:6982634069712887808","If college cannot give y...","Text","Ankur","Warikoo","51729","327","18","0",0.00666937307893058,0,1,0,"waricrew","","2022-10-03 15:44:52","https://www.linkedin.com/feed/update/urn:li:activity:6982634069712887808"
"urn:li:activity:6982632963179995136","3 Mistakes you must avoi...","Image","Ankur","Warikoo","241167","2437","97","43",0.010685541554192738,0,4,0,"awareness,20s,mistakes,warikoo","","2022-10-03 15:02:32","https://www.linkedin.com/feed/update/urn:li:activity:6982632963179995136"
"urn:li:activity:6982540487295397888","It’s ok!

A thread…

#li...","Document","Ankur","Warikoo","1140483","12935","358","641",0.012217630600368441,0,4,0,"life,choices,awareness,warikoo","","2022-10-03 09:01:46","https://www.linkedin.com/feed/update/urn:li:activity:6982540487295397888"
"urn:li:activity:6982270668516003841","Your attendance is not y...","Text","Ankur","Warikoo","412941","5473","118","153",0.01390997745440632,0,4,0,"college,education,career,warikoo","","2022-10-02 15:24:13","https://www.linkedin.com/feed/update/urn:li:activity:6982270668516003841"
"urn:li:activity:6982172530664960000","Those in a job are the o...","Image","Ankur","Warikoo","708641","13159","209","93",0.01899551394852965,0,4,0,"startup,job,success,warikoo","","2022-10-02 08:46:37","https://www.linkedin.com/feed/update/urn:li:activity:6982172530664960000"
"urn:li:activity:6982039103005442048","No excuses, as the post ...","Text","Ankur","Warikoo","30275","284","14","0",0.009843104872006606,0,0,0,"","","2022-10-02 00:12:36","https://www.linkedin.com/feed/update/urn:li:activity:6982039103005442048"
"urn:li:activity:6981983810250805248","My first flight ever was...","Text","Ankur","Warikoo","77694","492","15","1",0.006538471439235977,0,4,0,"college,life,podcast,warikoo","","2022-10-01 20:40:30","https://www.linkedin.com/feed/update/urn:li:activity:6981983810250805248"
"urn:li:activity:6981941224593108992","Funny indeed...","Text","Ankur","Warikoo","53072","251","11","0",0.004936689779921616,0,0,0,"","","2022-10-01 17:24:43","https://www.linkedin.com/feed/update/urn:li:activity:6981941224593108992"
"urn:li:activity:6981908599232999424","When I ran the half-mara...","Image","Ankur","Warikoo","764045","10787","239","45",0.01448998422867763,0,4,0,"health,discipline,success,warikoo","","2022-10-01 15:14:44","https://www.linkedin.com/feed/update/urn:li:activity:6981908599232999424"
"urn:li:activity:6981810166702706688","Here is a truth about br...","Text","Ankur","Warikoo","184229","2447","90","33",0.01395002958274756,0,4,0,"problem,truth,lifelessons,warikoo","","2022-10-01 08:31:13","https://www.linkedin.com/feed/update/urn:li:activity:6981810166702706688"
"urn:li:activity:6981545847545040897","LinkedIn, which is the m...","Poll","Ankur","Warikoo","807432","788","225","3",0.0012583102973377325,0,4,0,"books,reading,choices,warikoo","","2022-09-30 15:52:20","https://www.linkedin.com/feed/update/urn:li:activity:6981545847545040897"
"urn:li:activity:6981525039493865472","Everyone is lost...","Text","Ankur","Warikoo","43047","518","27","0",0.012660580295955584,0,0,0,"","","2022-09-30 14:04:09","https://www.linkedin.com/feed/update/urn:li:activity:6981525039493865472"
"urn:li:activity:6981451454498713600","Self-love is NOT selfish...","Video (native)","Ankur","Warikoo","283823","4175","109","146",0.01560831926940382,0,4,0,"selflove,awareness,people,warikoo","","2022-09-30 08:57:43","https://www.linkedin.com/feed/update/urn:li:activity:6981451454498713600"
"urn:li:activity:6981258901295902720","What a joy to finally re...","Image","Ankur","Warikoo","214540","3292","74","10",0.015735993287964947,0,4,0,"book,audiobook,doepicshit,warikoo","","2022-09-29 20:14:20","https://www.linkedin.com/feed/update/urn:li:activity:6981258901295902720"
"urn:li:activity:6981188269837312000","Dress for the job you wa...","Video (native)","Ankur","Warikoo","105943","687","46","3",0.006947131948311828,0,3,0,"AjioLove,HouseOfBrands,AllStarsSale","","2022-09-29 15:54:41","https://www.linkedin.com/feed/update/urn:li:activity:6981188269837312000"
"urn:li:activity:6981091974128758784","10 Habits that have work...","Document","Ankur","Warikoo","725473","5293","187","222",0.007859699809641433,0,4,0,"habits,success,lifestyle,warikoo","","2022-09-29 08:57:44","https://www.linkedin.com/feed/update/urn:li:activity:6981091974128758784"
"urn:li:activity:6980820977274298368","Not feeling the urge to ...","Text","Ankur","Warikoo","567741","8417","144","87",0.015232297825945281,0,0,0,"","","2022-09-28 15:07:01","https://www.linkedin.com/feed/update/urn:li:activity:6980820977274298368"
"urn:li:activity:6980722829998583808","This was one of the bigg...","Text","Ankur","Warikoo","233028","2567","86","10",0.011427811250150197,0,4,0,"job,mistakes,lifelesson,warikoo","","2022-09-28 08:36:17","https://www.linkedin.com/feed/update/urn:li:activity:6980722829998583808"
"urn:li:activity:6980558599831891968","Yay. My book now in my v...","Text","Ankur","Warikoo","27079","284","18","0",0.011152553639351527,0,0,0,"","","2022-09-27 22:00:13","https://www.linkedin.com/feed/update/urn:li:activity:6980558599831891968"
"urn:li:activity:6980534086410858496","Who do you think you are...","Text","Ankur","Warikoo","78418","308","30","3",0.004348491417786733,0,3,0,"selfawareness,life,warikoo","","2022-09-27 20:21:28","https://www.linkedin.com/feed/update/urn:li:activity:6980534086410858496"
"urn:li:activity:6980458589064704000","“Hi Ankur, I have recent...","Text","Ankur","Warikoo","107676","755","46","2",0.00745755785876147,0,4,0,"market,investment,money,warikoo","","2022-09-27 15:36:46","https://www.linkedin.com/feed/update/urn:li:activity:6980458589064704000"
"urn:li:activity:6979733922817433600","To all those in their 20...","Text","Ankur","Warikoo","369479","5582","185","22",0.015668008195323685,0,4,0,"reality,parents,warikoo,anecdotes","","2022-09-27 13:09:04","https://www.linkedin.com/feed/update/urn:li:activity:6979733922817433600"
"urn:li:activity:6980360444410511361","November 2010. 
I distin...","Text","Ankur","Warikoo","500828","5079","160","45",0.010550528325093645,0,4,0,"failure,success,life,warikoo","","2022-09-27 13:09:04","https://www.linkedin.com/feed/update/urn:li:activity:6980360444410511361"
"urn:li:activity:6980003818105114624","Signs of a toxic and unf...","Document","Ankur","Warikoo","674417","6664","162","381",0.010686266805255503,0,0,0,"","","2022-09-27 13:09:04","https://www.linkedin.com/feed/update/urn:li:activity:6980003818105114624"
"urn:li:activity:6979635785247436800","You may as well have the...","Image","Ankur","Warikoo","586906","14093","169","206",0.024651307023611957,0,4,0,"success,life,awareness,warikoo","","2022-09-27 13:09:04","https://www.linkedin.com/feed/update/urn:li:activity:6979635785247436800"
"urn:li:activity:6980096157737734144","Can a company “ask” its ...","Image","Ankur","Warikoo","888991","10664","296","97",0.012437696219646768,0,4,0,"team,success,people,warikoo","","2022-09-27 13:09:04","https://www.linkedin.com/feed/update/urn:li:activity:6980096157737734144"
"urn:li:activity:6980118942082052096","This story is one of ins...","Text","Ankur","Warikoo","35213","276","12","0",0.008178797603157924,0,3,0,"inspiration,content,jobopenings","","2022-09-27 13:09:04","https://www.linkedin.com/feed/update/urn:li:activity:6980118942082052096"
"urn:li:activity:6979446998185730049","I am a student for life....","Text","Ankur","Warikoo","64228","378","23","4",0.006305661082393972,0,4,0,"learning,life,podcast,warikoo","","2022-09-24 20:14:16","https://www.linkedin.com/feed/update/urn:li:activity:6979446998185730049"
"urn:li:activity:6979371498977308672","“Hey Ankur, my parents w...","Text","Ankur","Warikoo","79241","583","28","5",0.007773753486200325,0,4,0,"forgiveness,parents,relationships,warikoo","","2022-09-24 15:01:24","https://www.linkedin.com/feed/update/urn:li:activity:6979371498977308672"
"urn:li:activity:6979273355472306176","Here is the fact of life...","Text","Ankur","Warikoo","310457","3391","191","157",0.012043535819775363,0,4,0,"time,patience,awareness,warikoo","","2022-09-24 08:33:44","https://www.linkedin.com/feed/update/urn:li:activity:6979273355472306176"
"urn:li:activity:6979010027437064192","If you had to pick just ...","Poll","Ankur","Warikoo","778570","755","243","14",0.0012998188987502729,0,4,0,"career,happiness,money,warikoo","","2022-09-23 15:26:53","https://www.linkedin.com/feed/update/urn:li:activity:6979010027437064192"
"urn:li:activity:6978912544673419264","Your words create your w...","Video (native)","Ankur","Warikoo","638626","10454","291","551",0.017687973868899795,0,4,0,"words,life,success,warikoo","","2022-09-23 08:48:37","https://www.linkedin.com/feed/update/urn:li:activity:6978912544673419264"
"urn:li:activity:6978722230931206144","When I wrote DO EPIC SHI...","Image","Ankur","Warikoo","194415","2795","68","11",0.014782809968366638,0,4,0,"book,gratitude,doepicshit,warikoo","","2022-09-22 20:32:50","https://www.linkedin.com/feed/update/urn:li:activity:6978722230931206144"
"urn:li:activity:6978646728157614080","If you lose your job 
be...","Text","Ankur","Warikoo","375767","4577","110","59",0.012630167098228423,0,4,0,"job,introvert,awareness,warikoo","","2022-09-22 15:10:42","https://www.linkedin.com/feed/update/urn:li:activity:6978646728157614080"
"urn:li:activity:6978549810438004736","Which of these 90-day ch...","Document","Ankur","Warikoo","1001946","7960","278","442",0.008663141526589258,0,4,0,"mind,success,challenge,warikoo","","2022-09-22 08:42:35","https://www.linkedin.com/feed/update/urn:li:activity:6978549810438004736"
"urn:li:activity:6978284404502605824","Indians want to earn 10 ...","Text","Ankur","Warikoo","425974","3520","250","14",0.008883171273364103,0,0,0,"","","2022-09-21 15:01:42","https://www.linkedin.com/feed/update/urn:li:activity:6978284404502605824"
"urn:li:activity:6978237397763260416","63 unique pieces of cont...","Text","Ankur","Warikoo","33484","206","11","0",0.006480707203440449,0,0,0,"","","2022-09-21 12:05:25","https://www.linkedin.com/feed/update/urn:li:activity:6978237397763260416"
"urn:li:activity:6978204645236043776","One of the reasons why o...","Text","Ankur","Warikoo","245014","2745","50","0",0.011407511407511407,0,0,0,"","","2022-09-21 09:45:46","https://www.linkedin.com/feed/update/urn:li:activity:6978204645236043776"
"urn:li:activity:6978186260905377792","Startup jobs are better,...","Text","Ankur","Warikoo","364932","2967","149","88",0.008779717865246128,0,4,0,"job,startup,corporate,warikoo","","2022-09-21 09:03:23","https://www.linkedin.com/feed/update/urn:li:activity:6978186260905377792"
"urn:li:activity:6977997411679940609","Ruchi (my wife) hasn’t h...","Text","Ankur","Warikoo","146712","793","38","3",0.00568460657614919,0,0,0,"","","2022-09-20 20:38:02","https://www.linkedin.com/feed/update/urn:li:activity:6977997411679940609"
"urn:li:activity:6977972244983500801","Belal picked the best qu...","Text","Ankur","Warikoo","183763","1877","38","0",0.010421031437231651,0,0,0,"","","2022-09-20 19:00:43","https://www.linkedin.com/feed/update/urn:li:activity:6977972244983500801"
"urn:li:activity:6977921913956257792","It breaks my heart to se...","Text","Ankur","Warikoo","680635","7485","185","124",0.011451071425947828,0,4,0,"health,mind,habits,warikoo","","2022-09-20 15:18:48","https://www.linkedin.com/feed/update/urn:li:activity:6977921913956257792"
"urn:li:activity:6977823877267644416","I have had the privilege...","Image","Ankur","Warikoo","751499","8294","173","76",0.011367945932063781,0,4,0,"team,success,job,warikoo","","2022-09-20 08:40:05","https://www.linkedin.com/feed/update/urn:li:activity:6977823877267644416"
"urn:li:activity:6977559554079248384","3 great hacks for you if...","Text","Ankur","Warikoo","225027","2278","82","35",0.01064316726437272,0,4,0,"team,success,people,warikoo","","2022-09-19 15:13:12","https://www.linkedin.com/feed/update/urn:li:activity:6977559554079248384"
"urn:li:activity:6977461924783370240","How my first book went o...","Document","Ankur","Warikoo","277285","2121","104","23",0.008107182141118344,0,4,0,"book,success,doepicshit,warikoo","","2022-09-19 08:48:13","https://www.linkedin.com/feed/update/urn:li:activity:6977461924783370240"
"urn:li:activity:6977197167471919104","Our names are deeply per...","Text","Ankur","Warikoo","218116","1773","93","15",0.008623851528544444,0,0,0,"","","2022-09-18 15:20:00","https://www.linkedin.com/feed/update/urn:li:activity:6977197167471919104"
"urn:li:activity:6977122483048976384","Therapy is the second mo...","Text","Ankur","Warikoo","25033","217","11","0",0.009107977469739943,0,0,0,"","","2022-09-18 10:15:52","https://www.linkedin.com/feed/update/urn:li:activity:6977122483048976384"
"urn:li:activity:6977099036679892992","Doing great work and the...","Image","Ankur","Warikoo","253501","4173","117","58",0.017151806107273737,0,4,0,"leadership,team,awareness,warikoo","","2022-09-18 08:33:10","https://www.linkedin.com/feed/update/urn:li:activity:6977099036679892992"
"urn:li:activity:6976910277204148224","Relationships are hard.
...","Text","Ankur","Warikoo","81246","491","29","2",0.006424931688944687,0,4,0,"relationships,people,podcast,warikoo","","2022-09-17 20:41:09","https://www.linkedin.com/feed/update/urn:li:activity:6976910277204148224"
"urn:li:activity:6976834779308519424","Ma is one of the most em...","Text","Ankur","Warikoo","131588","1135","36","2",0.008914186703954769,0,4,0,"people,parents,relationships,warikoo","","2022-09-17 16:40:27","https://www.linkedin.com/feed/update/urn:li:activity:6976834779308519424"
"urn:li:activity:6976744294946623488","In 2012, I was 32 years ...","Image","Ankur","Warikoo","1723686","22112","432","101",0.013137543612931821,0,4,0,"life,fitness,success,warikoo","","2022-09-17 09:26:00","https://www.linkedin.com/feed/update/urn:li:activity:6976744294946623488"
"urn:li:activity:6976547927963914240","Dedication to my next bo...","Image","Ankur","Warikoo","130511","1911","62","6",0.015163472810720936,0,4,0,"book,gratitude,doepicshit,warikoo","","2022-09-16 20:23:39","https://www.linkedin.com/feed/update/urn:li:activity:6976547927963914240"
"urn:li:activity:6976475649993519104","I’d love to know what yo...","Poll","Ankur","Warikoo","614928","457","126","2",0.0009513308875185387,0,4,0,"work,love,money,warikoo","","2022-09-16 15:43:19","https://www.linkedin.com/feed/update/urn:li:activity:6976475649993519104"
"urn:li:activity:6976380083829641218","You are at peace, with w...","Video (native)","Ankur","Warikoo","564976","8932","145","354",0.01669274447056158,0,4,0,"peace,life,success,warikoo","","2022-09-16 09:09:47","https://www.linkedin.com/feed/update/urn:li:activity:6976380083829641218"
"urn:li:activity:6976110019326955521","Just received an email f...","Text","Ankur","Warikoo","203966","959","195","5",0.005682319602286655,1,4,0,"investment,money,awareness,warikoo","","2022-09-15 15:03:09","https://www.linkedin.com/feed/update/urn:li:activity:6976110019326955521"
"urn:li:activity:6976014675196932096","11 ways where Indian par...","Document","Ankur","Warikoo","991220","7009","241","457",0.0077752668428804905,0,4,0,"world,awareness,right,warikoo","","2022-09-15 08:41:54","https://www.linkedin.com/feed/update/urn:li:activity:6976014675196932096"
"urn:li:activity:6975747630760890368","If your parents are not ...","Text","Ankur","Warikoo","1486110","30265","280","257",0.020726594935771916,0,0,0,"","","2022-09-14 15:01:20","https://www.linkedin.com/feed/update/urn:li:activity:6975747630760890368"
"urn:li:activity:6975649484584157184","“Hey Ankur, today is my ...","Text","Ankur","Warikoo","338638","3747","141","42",0.011605313048151714,0,4,0,"lifeadvice,birthday,success,warikoo","","2022-09-14 08:41:48","https://www.linkedin.com/feed/update/urn:li:activity:6975649484584157184"
"urn:li:activity:6975461115103203329","Growth in life does not ...","Text","Ankur","Warikoo","83834","495","29","3",0.006286232316244006,0,4,0,"problems,growth,awareness,warikoo","","2022-09-13 20:18:45","https://www.linkedin.com/feed/update/urn:li:activity:6975461115103203329"
"urn:li:activity:6975395672296423424","If you ever think you ar...","Text","Ankur","Warikoo","295000","3148","114","67",0.011284745762711865,0,4,0,"responsibility,work,awareness,warikoo","","2022-09-13 16:24:02","https://www.linkedin.com/feed/update/urn:li:activity:6975395672296423424"
"urn:li:activity:6975378575713538048","One of the big money mis...","Text","Ankur","Warikoo","97759","1577","42","0",0.016561135036160354,0,0,0,"","","2022-09-13 14:41:02","https://www.linkedin.com/feed/update/urn:li:activity:6975378575713538048"
"urn:li:activity:6975287098434027520","When I shared my weekday...","Text","Ankur","Warikoo","187912","1219","117","9",0.007157605687768743,0,4,0,"schedule,timemanagement,life,warikoo","","2022-09-13 08:50:37","https://www.linkedin.com/feed/update/urn:li:activity:6975287098434027520"
"urn:li:activity:6975022856048902144","A great hack if you want...","Text","Ankur","Warikoo","183717","1686","84","14",0.00971058747965621,0,4,0,"people,lifehacks,success,warikoo","","2022-09-12 15:29:23","https://www.linkedin.com/feed/update/urn:li:activity:6975022856048902144"
"urn:li:activity:6974923786747822080","3 tips for life

A threa...","Document","Ankur","Warikoo","953846","8532","204","469",0.009650404782323352,0,0,0,"","","2022-09-12 08:36:17","https://www.linkedin.com/feed/update/urn:li:activity:6974923786747822080"
"urn:li:activity:6974660466790789120","When I asked my first bo...","Text","Ankur","Warikoo","683446","6935","148","156",0.010591912162775113,0,3,0,"work,management,warikoo","","2022-09-11 15:06:18","https://www.linkedin.com/feed/update/urn:li:activity:6974660466790789120"
"urn:li:activity:6974562329262723072","How you feel in your job...","Image","Ankur","Warikoo","905888","19968","267","448",0.022831740789148326,0,4,0,"job,emotion,feelings,warikoo","","2022-09-11 08:48:43","https://www.linkedin.com/feed/update/urn:li:activity:6974562329262723072"
"urn:li:activity:6974373576162336768","If you are someone who a...","Text","Ankur","Warikoo","75086","250","10","0",0.0034626961084622964,0,4,0,"action,podcast,procrastination,warikoo","","2022-09-10 20:08:26","https://www.linkedin.com/feed/update/urn:li:activity:6974373576162336768"
"urn:li:activity:6974298079436914688","When was the last time y...","Text","Ankur","Warikoo","109804","892","41","4",0.008533386761866598,0,4,0,"selflove,awareness,truth,warikoo","","2022-09-10 15:12:13","https://www.linkedin.com/feed/update/urn:li:activity:6974298079436914688"
"urn:li:activity:6974199933872541696","She is suffering from ca...","Text","Ankur","Warikoo","473531","3129","126","57",0.006994262255269454,0,4,0,"happiness,choices,peace,warikoo","","2022-09-10 08:45:07","https://www.linkedin.com/feed/update/urn:li:activity:6974199933872541696"
"urn:li:activity:6973938557962846208","I’d love to know what yo...","Poll","Ankur","Warikoo","685797","546","343","6",0.0013050509115671255,0,4,0,"work,love,money,warikoo","","2022-09-09 15:17:30","https://www.linkedin.com/feed/update/urn:li:activity:6973938557962846208"
"urn:li:activity:6973839007931613184","Why should Twitter have ...","Video (native)","Ankur","Warikoo","233881","1324","74","6",0.006003052834561166,0,4,0,"fun,love,trolls,warikoo","","2022-09-09 08:45:51","https://www.linkedin.com/feed/update/urn:li:activity:6973839007931613184"
"urn:li:activity:6973648815329284096","My eyes when I know it w...","Image","Ankur","Warikoo","146716","1521","46","1",0.010687314267019275,0,4,0,"book,pricing,doepicshit,warikoo","","2022-09-08 20:39:40","https://www.linkedin.com/feed/update/urn:li:activity:6973648815329284096"
"urn:li:activity:6973573304368443394","2 training that the worl...","Text","Ankur","Warikoo","344715","3534","149","32",0.010777018696604442,0,4,0,"training,kids,people,warikoo","","2022-09-08 15:01:38","https://www.linkedin.com/feed/update/urn:li:activity:6973573304368443394"
"urn:li:activity:6973483814551457792","10 times I was wrong abo...","Document","Ankur","Warikoo","455057","3811","107","146",0.00893074933469873,0,4,0,"world,awareness,right,warikoo","","2022-09-08 09:37:58","https://www.linkedin.com/feed/update/urn:li:activity:6973483814551457792"
"urn:li:activity:6973210852602601472","If you hate your job, do...","Text","Ankur","Warikoo","246916","2506","91","22",0.010606846052908682,0,0,0,"","","2022-09-07 15:22:48","https://www.linkedin.com/feed/update/urn:li:activity:6973210852602601472"
"urn:li:activity:6973113113835376640","One of those meetings I ...","Text","Ankur","Warikoo","304436","2558","58","29",0.008688197190870987,0,4,0,"job,leadership,advice,warikoo","","2022-09-07 08:54:49","https://www.linkedin.com/feed/update/urn:li:activity:6973113113835376640"
"urn:li:activity:6972924004579848192","27th August 2002. I vivi...","Text","Ankur","Warikoo","128742","997","25","3",0.00796165975361576,0,4,0,"university,life,gratitude,warikoo","","2022-09-06 20:08:21","https://www.linkedin.com/feed/update/urn:li:activity:6972924004579848192"
"urn:li:activity:6972848507460202498","I looked at 100 billiona...","Text","Ankur","Warikoo","444095","4276","216","69",0.01027032504306511,0,4,0,"success,life,awareness,warikoo","","2022-09-06 15:00:54","https://www.linkedin.com/feed/update/urn:li:activity:6972848507460202498"
"urn:li:activity:6972750371651751936","“Your time management co...","Image","Ankur","Warikoo","133091","842","52","7",0.006769804118986257,0,4,0,"solutions,life,success,warikoo","","2022-09-06 08:45:18","https://www.linkedin.com/feed/update/urn:li:activity:6972750371651751936"
"urn:li:activity:6972486972518871040","All of what I have learn...","Document","Ankur","Warikoo","150404","1169","59","16",0.008271056620834553,0,4,0,"hushpuppies,leadership,lifelessons,NeoLeaders","","2022-09-05 15:10:18","https://www.linkedin.com/feed/update/urn:li:activity:6972486972518871040"
"urn:li:activity:6972440134524760064","I had a lot of fun recor...","Text","Ankur","Warikoo","24508","124","12","0",0.00554920842173984,0,0,0,"","","2022-09-05 12:05:30","https://www.linkedin.com/feed/update/urn:li:activity:6972440134524760064"
"urn:li:activity:6972389839761489920","13 Clever Hacks to Save ...","Document","Ankur","Warikoo","1086992","7709","196","410",0.007649550318677598,0,0,0,"","","2022-09-05 09:20:45","https://www.linkedin.com/feed/update/urn:li:activity:6972389839761489920"
"urn:li:activity:6972123738574061569","I scored 57/100 in Engli...","Image","Ankur","Warikoo","1166252","12260","426","108",0.01097018483140865,0,4,0,"failure,success,life,warikoo","","2022-09-04 15:00:54","https://www.linkedin.com/feed/update/urn:li:activity:6972123738574061569"
"urn:li:activity:6972025513158541312","The manager who feels po...","Text","Ankur","Warikoo","206059","2474","65","29",0.012462450074978525,0,4,0,"manager,team,kindness,warikoo","","2022-09-04 08:31:29","https://www.linkedin.com/feed/update/urn:li:activity:6972025513158541312"
"urn:li:activity:6971761606238064640","25 immensely powerful li...","Document","Ankur","Warikoo","765890","6570","209","457",0.009447831934089752,0,0,0,"","","2022-09-03 15:15:26","https://www.linkedin.com/feed/update/urn:li:activity:6971761606238064640"
"urn:li:activity:6971663123841716224","The best advice I have e...","Text","Ankur","Warikoo","468721","5508","106","95",0.012179953533125249,0,4,0,"advice,trust,awareness,warikoo","","2022-09-03 08:38:22","https://www.linkedin.com/feed/update/urn:li:activity:6971663123841716224"
"urn:li:activity:6971402500104945664","I’d love to know what yo...","Poll","Ankur","Warikoo","684829","522","250","10",0.0011418908953914043,0,0,0,"","","2022-09-02 15:47:50","https://www.linkedin.com/feed/update/urn:li:activity:6971402500104945664"
"urn:li:activity:6971301832182624256","If you want to build you...","Video (native)","Ankur","Warikoo","485910","4982","121","183",0.010878557757609434,0,0,0,"","","2022-09-02 08:45:57","https://www.linkedin.com/feed/update/urn:li:activity:6971301832182624256"
"urn:li:activity:6971037017480523776","The wonderful Viraj Shet...","Image","Ankur","Warikoo","427419","3456","248","4",0.00867532795687604,0,0,0,"","","2022-09-01 15:17:18","https://www.linkedin.com/feed/update/urn:li:activity:6971037017480523776"
"urn:li:activity:6970941920000823296","I spend 13% of my time w...","Text","Ankur","Warikoo","340393","3237","128","45",0.01001783232910195,0,4,0,"work,timemanagement,awareness,warikoo","","2022-09-01 08:50:57","https://www.linkedin.com/feed/update/urn:li:activity:6970941920000823296"
"urn:li:activity:6970674267273224192","You can very well have a...","Image","Ankur","Warikoo","210471","5180","74","53",0.025214875208461024,0,0,0,"","","2022-08-31 15:29:24","https://www.linkedin.com/feed/update/urn:li:activity:6970674267273224192"
"urn:li:activity:6970667188831567872","Reputation is everythin...","Text","Ankur","Warikoo","273710","6358","87","0",0.023546819626612106,0,0,0,"","","2022-08-31 14:57:45","https://www.linkedin.com/feed/update/urn:li:activity:6970667188831567872"
